Model run by wuxiatian using Apollo 0.3.4 on R 4.4.2 for Darwin.
Please acknowledge the use of Apollo by citing Hess & Palma (2019)
  DOI 10.1016/j.jocm.2019.100170
  www.ApolloChoiceModelling.com

Model name                                  : piecewise_rangeloss_car_suv_lc_6c_1
Model description                           : LC model with 6 classes, piecewise linear range and range loss
Model run at                                : 2026-06-01 22:56:49.920892
Estimation method                           : bgw
Model diagnosis                             : Relative function convergence
Optimisation diagnosis                      : Maximum found
     hessian properties                     : Negative definite
     maximum eigenvalue                     : -0.525867
     reciprocal of condition number         : 7.59992e-06
Number of individuals                       : 2916
Number of rows in database                  : 17496
Number of modelled outcomes                 : 17496

Number of cores used                        :  6 
Model without mixing

LL(start)                                   : -17055.26
LL (whole model) at equal shares, LL(0)     : -24254.61
LL (whole model) at observed shares, LL(C)  : -24038.9
LL(final, whole model)                      : -16643.01
Rho-squared vs equal shares                  :  0.3138 
Adj.Rho-squared vs equal shares              :  0.3088 
Rho-squared vs observed shares               :  0.3077 
Adj.Rho-squared vs observed shares           :  0.3034 
AIC                                         :  33528.03 
BIC                                         :  34468.17 

LL(0,Class_1)                    : -24254.61
LL(final,Class_1)                : -60708.68
LL(0,Class_2)                    : -24254.61
LL(final,Class_2)                : -30779.94
LL(0,Class_3)                    : -24254.61
LL(final,Class_3)                : -27387.32
LL(0,Class_4)                    : -24254.61
LL(final,Class_4)                : -31471.52
LL(0,Class_5)                    : -24254.61
LL(final,Class_5)                : -23678.67
LL(0,Class_6)                    : -24254.61
LL(final,Class_6)                : -29417.75

Estimated parameters                        : 121
Time taken (hh:mm:ss)                       :  00:25:38.37 
     pre-estimation                         :  00:00:58.07 
     estimation                             :  00:02:16.16 
     post-estimation                        :  00:22:24.13 
Iterations                                  :  56  

Unconstrained optimisation.

Estimates:
                                 Estimate        s.e.   t.rat.(0)  p(2-sided)
gamma_hhveh_fuel_e                                 0.004546
gamma_veh_range_e                                 -0.008137
gamma_suv_e                                       -0.021420
delta_f                                           -0.106995
gamma_EV_rangeanxiety_f                           -0.056639
gamma_risktaker_f                                  0.212845
gamma_hhincome_f                                   0.001190
gamma_ev_charge_f                                 -0.003055
gamma_knowledge_ev_f                               0.060983
gamma_evb_environment_agree_f                      0.003078
gamma_evb_function_disagree_f                      0.057998
gamma_hhveh_fuel_f                                 0.049883
gamma_veh_range_f                                  0.032298
gamma_suv_f                                       -0.018917
                                           gamma_hhincome_f
b_no_choice_a                                     -0.008114
b_mileage_a                                        0.002386
b_range_pw1_a                                     -0.006717
b_range_pw2_a                                      0.006904
b_range_pw3_a                                      0.003419
b_loss_pw1_a                                     3.2186e-04
b_loss_pw2_a                                     1.4004e-04
b_loss_pw3_a                                     3.2784e-04
b_packreplace_a                                    0.002248
b_cellreplace_a                                   -0.001691
b_price_a                                         -0.007050
b_no_choice_b                                   -8.1194e-04
b_mileage_b                                      -5.354e-06
b_range_pw1_b                                   -1.8946e-04
b_range_pw2_b                                    8.0198e-04
b_range_pw3_b                                    4.2056e-04
b_loss_pw1_b                                     -3.041e-05
b_loss_pw2_b                                     -4.554e-05
b_loss_pw3_b                                     -4.447e-05
b_packreplace_b                                  3.5132e-04
b_cellreplace_b                                  2.3438e-04
b_price_b                                        3.0377e-04
b_no_choice_c                                    1.1809e-04
b_mileage_c                                      -6.981e-05
b_range_pw1_c                                   -8.0054e-04
b_range_pw2_c                                   -8.4365e-04
b_range_pw3_c                                    3.5081e-04
b_loss_pw1_c                                     -1.507e-05
b_loss_pw2_c                                      1.838e-05
b_loss_pw3_c                                      1.757e-05
b_packreplace_c                                    0.001409
b_cellreplace_c                                    0.001312
b_price_c                                        -1.547e-05
b_no_choice_d                                     -0.002790
b_mileage_d                                      1.1826e-04
b_range_pw1_d                                     -0.001968
b_range_pw2_d                                     -0.001097
b_range_pw3_d                                     -0.002256
b_loss_pw1_d                                      3.862e-05
b_loss_pw2_d                                      2.397e-05
b_loss_pw3_d                                      2.201e-06
b_packreplace_d                                   8.925e-05
b_cellreplace_d                                  1.3120e-04
b_price_d                                       -6.2524e-04
b_no_choice_e                                    5.5118e-04
b_mileage_e                                     -1.9232e-04
b_range_pw1_e                                      0.002659
b_range_pw2_e                                     -0.001422
b_range_pw3_e                                   -8.0420e-04
b_loss_pw1_e                                     -7.024e-05
b_loss_pw2_e                                     -7.602e-05
b_loss_pw3_e                                    -1.1514e-04
b_packreplace_e                                 -3.6965e-04
b_cellreplace_e                                 -1.8209e-04
b_price_e                                        1.3031e-04
b_no_choice_f                                      0.007238
b_mileage_f                                      4.9625e-04
b_range_pw1_f                                      0.007686
b_range_pw2_f                                     -0.001334
b_range_pw3_f                                     -0.002234
b_loss_pw1_f                                    -1.5867e-04
b_loss_pw2_f                                     3.8371e-04
b_loss_pw3_f                                    -1.1784e-04
b_packreplace_f                                    0.006780
b_cellreplace_f                                    0.005361
b_price_f                                       -1.3668e-04
delta_b                                           -0.003514
gamma_EV_rangeanxiety_b                          4.6125e-04
gamma_risktaker_b                               -5.4349e-04
gamma_hhincome_b                                 2.3667e-04
gamma_ev_charge_b                               -4.6150e-04
gamma_knowledge_ev_b                            -1.7517e-04
gamma_evb_environment_agree_b                   -7.8153e-04
gamma_evb_function_disagree_b                    4.6008e-04
gamma_hhveh_fuel_b                               3.2654e-04
gamma_veh_range_b                                 8.159e-05
gamma_suv_b                                      4.2590e-04
delta_c                                           -0.003369
gamma_EV_rangeanxiety_c                          5.0740e-04
gamma_risktaker_c                               -8.7759e-04
gamma_hhincome_c                                 1.7183e-04
gamma_ev_charge_c                               -1.0431e-04
gamma_knowledge_ev_c                            -4.4713e-04
gamma_evb_environment_agree_c                   -5.2507e-04
gamma_evb_function_disagree_c                    6.3617e-04
gamma_hhveh_fuel_c                               3.8977e-04
gamma_veh_range_c                                -1.045e-05
gamma_suv_c                                      4.6569e-04
delta_d                                           -0.002500
gamma_EV_rangeanxiety_d                          2.5693e-04
gamma_risktaker_d                               -9.5049e-04
gamma_hhincome_d                                 2.1036e-04
gamma_ev_charge_d                               -7.3559e-04
gamma_knowledge_ev_d                             -2.818e-05
gamma_evb_environment_agree_d                   -8.9477e-04
gamma_evb_function_disagree_d                   -1.3724e-04
gamma_hhveh_fuel_d                               7.7492e-04
gamma_veh_range_d                                 2.840e-05
gamma_suv_d                                      8.0861e-04
delta_e                                           -0.003714
gamma_EV_rangeanxiety_e                          7.4361e-04
gamma_risktaker_e                                 -0.001126
gamma_hhincome_e                                 2.6352e-04
gamma_ev_charge_e                               -4.8256e-04
gamma_knowledge_ev_e                            -4.1791e-04
gamma_evb_environment_agree_e                     -0.001293
gamma_evb_function_disagree_e                    2.5123e-04
gamma_hhveh_fuel_e                               4.5278e-04
gamma_veh_range_e                                1.6371e-04
gamma_suv_e                                      9.1947e-04
delta_f                                           -0.006024
gamma_EV_rangeanxiety_f                         -6.0413e-04
gamma_risktaker_f                                  0.001190
gamma_hhincome_f                                 6.0850e-04
gamma_ev_charge_f                                 -0.001929
gamma_knowledge_ev_f                             9.0079e-04
gamma_evb_environment_agree_f                   -8.3276e-04
gamma_evb_function_disagree_f                    8.2143e-04
gamma_hhveh_fuel_f                                 0.001334
gamma_veh_range_f                                  0.001008
gamma_suv_f                                       -0.001120
                                          gamma_ev_charge_f
b_no_choice_a                                      0.016827
b_mileage_a                                       -0.008853
b_range_pw1_a                                      0.003133
b_range_pw2_a                                      0.002753
b_range_pw3_a                                     -0.016920
b_loss_pw1_a                                    -3.9472e-04
b_loss_pw2_a                                     -6.345e-05
b_loss_pw3_a                                      -0.001301
b_packreplace_a                                   -0.011625
b_cellreplace_a                                 -8.1141e-04
b_price_a                                          0.022849
b_no_choice_b                                      0.011523
b_mileage_b                                      3.0101e-04
b_range_pw1_b                                    4.9590e-04
b_range_pw2_b                                      0.001338
b_range_pw3_b                                      0.001572
b_loss_pw1_b                                      1.994e-05
b_loss_pw2_b                                     1.5512e-04
b_loss_pw3_b                                    -2.4367e-04
b_packreplace_b                                    0.001965
b_cellreplace_b                                    0.001887
b_price_b                                        6.6297e-04
b_no_choice_c                                      0.018107
b_mileage_c                                      3.8634e-04
b_range_pw1_c                                    3.7900e-04
b_range_pw2_c                                      0.005377
b_range_pw3_c                                     -0.001349
b_loss_pw1_c                                     3.2017e-04
b_loss_pw2_c                                      9.306e-05
b_loss_pw3_c                                    -1.5198e-04
b_packreplace_c                                   -0.004534
b_cellreplace_c                                   -0.004209
b_price_c                                          0.004238
b_no_choice_d                                      0.002226
b_mileage_d                                      1.6070e-04
b_range_pw1_d                                     -0.001687
b_range_pw2_d                                     -0.009580
b_range_pw3_d                                     -0.015937
b_loss_pw1_d                                     1.9698e-04
b_loss_pw2_d                                      3.553e-05
b_loss_pw3_d                                      1.803e-05
b_packreplace_d                                  7.7856e-04
b_cellreplace_d                                  9.3556e-04
b_price_d                                         -0.001187
b_no_choice_e                                      0.003357
b_mileage_e                                        0.001420
b_range_pw1_e                                     -0.022419
b_range_pw2_e                                      0.005173
b_range_pw3_e                                     -0.001048
b_loss_pw1_e                                     5.5184e-04
b_loss_pw2_e                                     7.3262e-04
b_loss_pw3_e                                     5.1921e-04
b_packreplace_e                                   -0.004007
b_cellreplace_e                                   -0.004509
b_price_e                                          0.005359
b_no_choice_f                                     -0.106543
b_mileage_f                                       -0.007296
b_range_pw1_f                                      0.018132
b_range_pw2_f                                     -0.038884
b_range_pw3_f                                      0.013347
b_loss_pw1_f                                    -4.8815e-04
b_loss_pw2_f                                      -0.005153
b_loss_pw3_f                                       0.002322
b_packreplace_f                                   -0.049874
b_cellreplace_f                                   -0.047616
b_price_f                                         -0.009696
delta_b                                           -0.003646
gamma_EV_rangeanxiety_b                            0.001344
gamma_risktaker_b                                 -0.001605
gamma_hhincome_b                                -6.7519e-04
gamma_ev_charge_b                                  0.022961
gamma_knowledge_ev_b                              -0.001847
gamma_evb_environment_agree_b                      0.003546
gamma_evb_function_disagree_b                   -5.0734e-04
gamma_hhveh_fuel_b                                 0.008013
gamma_veh_range_b                               -1.2713e-04
gamma_suv_b                                       -0.004135
delta_c                                           -0.004389
gamma_EV_rangeanxiety_c                          2.4520e-04
gamma_risktaker_c                                8.1438e-04
gamma_hhincome_c                                -3.0342e-04
gamma_ev_charge_c                                  0.020494
gamma_knowledge_ev_c                            -6.5725e-04
gamma_evb_environment_agree_c                      0.001187
gamma_evb_function_disagree_c                     -0.002633
gamma_hhveh_fuel_c                                 0.006296
gamma_veh_range_c                                 9.911e-05
gamma_suv_c                                       -0.005156
delta_d                                            0.001945
gamma_EV_rangeanxiety_d                          2.9790e-04
gamma_risktaker_d                                 -0.003309
gamma_hhincome_d                                -8.1897e-04
gamma_ev_charge_d                                  0.021424
gamma_knowledge_ev_d                              -0.001646
gamma_evb_environment_agree_d                      0.004081
gamma_evb_function_disagree_d                     -0.002928
gamma_hhveh_fuel_d                                 0.008898
gamma_veh_range_d                               -8.9988e-04
gamma_suv_d                                       -0.001005
delta_e                                            0.006766
gamma_EV_rangeanxiety_e                           -0.001238
gamma_risktaker_e                                4.2629e-04
gamma_hhincome_e                                -8.0230e-04
gamma_ev_charge_e                                  0.021058
gamma_knowledge_ev_e                               0.001060
gamma_evb_environment_agree_e                      0.005911
gamma_evb_function_disagree_e                     -0.004575
gamma_hhveh_fuel_e                                 0.004646
gamma_veh_range_e                                 -0.001194
gamma_suv_e                                       -0.008261
delta_f                                           -0.021482
gamma_EV_rangeanxiety_f                            0.015494
gamma_risktaker_f                                 -0.003055
gamma_hhincome_f                                  -0.001929
gamma_ev_charge_f                                  0.075096
gamma_knowledge_ev_f                              -0.023017
gamma_evb_environment_agree_f                     -0.004141
gamma_evb_function_disagree_f                     -0.002999
gamma_hhveh_fuel_f                                 0.013004
gamma_veh_range_f                                 -0.006720
gamma_suv_f                                        0.020842
                                       gamma_knowledge_ev_f
b_no_choice_a                                      0.048616
b_mileage_a                                       -0.001031
b_range_pw1_a                                      0.024140
b_range_pw2_a                                     -0.008787
b_range_pw3_a                                     -0.028385
b_loss_pw1_a                                       0.001819
b_loss_pw2_a                                      -0.002086
b_loss_pw3_a                                    -1.2333e-04
b_packreplace_a                                   -0.020961
b_cellreplace_a                                   -0.011732
b_price_a                                          0.017774
b_no_choice_b                                     -0.052808
b_mileage_b                                       -0.001258
b_range_pw1_b                                     -0.002535
b_range_pw2_b                                     -0.008300
b_range_pw3_b                                     -0.005980
b_loss_pw1_b                                    -9.0180e-04
b_loss_pw2_b                                      -0.001049
b_loss_pw3_b                                     2.9165e-04
b_packreplace_b                                    0.005347
b_cellreplace_b                                    0.005054
b_price_b                                         -0.008843
b_no_choice_c                                     -0.102930
b_mileage_c                                       -0.002596
b_range_pw1_c                                     -0.004450
b_range_pw2_c                                     -0.029782
b_range_pw3_c                                    2.2477e-04
b_loss_pw1_c                                    -9.3699e-04
b_loss_pw2_c                                     2.1546e-04
b_loss_pw3_c                                     2.2337e-04
b_packreplace_c                                    0.032599
b_cellreplace_c                                    0.030960
b_price_c                                         -0.024520
b_no_choice_d                                      0.035019
b_mileage_d                                     -1.8250e-04
b_range_pw1_d                                      0.023736
b_range_pw2_d                                      0.038203
b_range_pw3_d                                      0.062876
b_loss_pw1_d                                      -0.001081
b_loss_pw2_d                                    -5.0146e-04
b_loss_pw3_d                                    -1.4644e-04
b_packreplace_d                                   -0.001747
b_cellreplace_d                                   -0.002896
b_price_d                                          0.009383
b_no_choice_e                                     -0.021252
b_mileage_e                                       -0.003817
b_range_pw1_e                                      0.004050
b_range_pw2_e                                      0.006260
b_range_pw3_e                                     -0.009622
b_loss_pw1_e                                     2.8114e-04
b_loss_pw2_e                                    -8.9300e-04
b_loss_pw3_e                                     1.8341e-04
b_packreplace_e                                   -0.011715
b_cellreplace_e                                   -0.013058
b_price_e                                         -0.001705
b_no_choice_f                                      0.308931
b_mileage_f                                        0.034524
b_range_pw1_f                                    2.0300e-04
b_range_pw2_f                                    9.7727e-04
b_range_pw3_f                                     -0.026766
b_loss_pw1_f                                      -0.005014
b_loss_pw2_f                                       0.013382
b_loss_pw3_f                                      -0.006642
b_packreplace_f                                    0.185373
b_cellreplace_f                                    0.169418
b_price_f                                          0.079084
delta_b                                           -0.023156
gamma_EV_rangeanxiety_b                            0.001304
gamma_risktaker_b                                 -0.004067
gamma_hhincome_b                                -1.0387e-04
gamma_ev_charge_b                                 1.989e-05
gamma_knowledge_ev_b                               0.021734
gamma_evb_environment_agree_b                      0.003936
gamma_evb_function_disagree_b                      0.001857
gamma_hhveh_fuel_b                                 0.012209
gamma_veh_range_b                                 -0.002472
gamma_suv_b                                      7.2910e-04
delta_c                                           -0.018954
gamma_EV_rangeanxiety_c                            0.008986
gamma_risktaker_c                                 -0.018848
gamma_hhincome_c                                  -0.001332
gamma_ev_charge_c                                  0.005198
gamma_knowledge_ev_c                               0.013469
gamma_evb_environment_agree_c                      0.012666
gamma_evb_function_disagree_c                      0.016751
gamma_hhveh_fuel_c                                 0.016334
gamma_veh_range_c                                 -0.004795
gamma_suv_c                                        0.003663
delta_d                                           -0.043128
gamma_EV_rangeanxiety_d                            0.008479
gamma_risktaker_d                                  0.006060
gamma_hhincome_d                                 6.0302e-04
gamma_ev_charge_d                                  0.003288
gamma_knowledge_ev_d                               0.022819
gamma_evb_environment_agree_d                     -0.001129
gamma_evb_function_disagree_d                      0.008844
gamma_hhveh_fuel_d                                 0.002070
gamma_veh_range_d                                  0.001622
gamma_suv_d                                       -0.010998
delta_e                                           -0.013362
gamma_EV_rangeanxiety_e                            0.002565
gamma_risktaker_e                                 -0.005937
gamma_hhincome_e                                 4.8706e-04
gamma_ev_charge_e                                 -0.002530
gamma_knowledge_ev_e                               0.011062
gamma_evb_environment_agree_e                     -0.004150
gamma_evb_function_disagree_e                     -0.002191
gamma_hhveh_fuel_e                                 0.011052
gamma_veh_range_e                                 -0.001802
gamma_suv_e                                        0.010659
delta_f                                           -0.022954
gamma_EV_rangeanxiety_f                           -0.046368
gamma_risktaker_f                                  0.060983
gamma_hhincome_f                                 9.0079e-04
gamma_ev_charge_f                                 -0.023017
gamma_knowledge_ev_f                               0.135105
gamma_evb_environment_agree_f                      0.004538
gamma_evb_function_disagree_f                     -0.007273
gamma_hhveh_fuel_f                                -0.002001
gamma_veh_range_f                                  0.013275
gamma_suv_f                                       -0.069613
                              gamma_evb_environment_agree_f
b_no_choice_a                                      0.069829
b_mileage_a                                       -0.016480
b_range_pw1_a                                      0.058990
b_range_pw2_a                                     -0.047976
b_range_pw3_a                                     -0.036728
b_loss_pw1_a                                      -0.002388
b_loss_pw2_a                                      -0.001594
b_loss_pw3_a                                      -0.004955
b_packreplace_a                                   -0.025592
b_cellreplace_a                                    0.001337
b_price_a                                          0.052490
b_no_choice_b                                      0.007406
b_mileage_b                                      -7.631e-05
b_range_pw1_b                                    1.5634e-04
b_range_pw2_b                                      0.003054
b_range_pw3_b                                      0.001889
b_loss_pw1_b                                    -1.4428e-04
b_loss_pw2_b                                     -9.389e-05
b_loss_pw3_b                                    -2.5687e-04
b_packreplace_b                                    0.001530
b_cellreplace_b                                    0.001108
b_price_b                                          0.001617
b_no_choice_c                                    1.2997e-04
b_mileage_c                                      1.4157e-04
b_range_pw1_c                                     -0.002498
b_range_pw2_c                                     -0.001314
b_range_pw3_c                                   -8.7062e-04
b_loss_pw1_c                                      6.294e-05
b_loss_pw2_c                                      2.643e-05
b_loss_pw3_c                                     -1.985e-05
b_packreplace_c                                    0.003158
b_cellreplace_c                                    0.002827
b_price_c                                          0.002367
b_no_choice_d                                      0.002252
b_mileage_d                                      6.5809e-04
b_range_pw1_d                                     -0.005262
b_range_pw2_d                                     -0.013961
b_range_pw3_d                                     -0.023707
b_loss_pw1_d                                     2.9248e-04
b_loss_pw2_d                                      8.387e-05
b_loss_pw3_d                                     -4.306e-05
b_packreplace_d                                  5.0449e-04
b_cellreplace_d                                    0.001013
b_price_d                                         -0.002255
b_no_choice_e                                      0.001069
b_mileage_e                                        0.001489
b_range_pw1_e                                     -0.025133
b_range_pw2_e                                      0.012217
b_range_pw3_e                                   -9.0703e-04
b_loss_pw1_e                                     4.7491e-04
b_loss_pw2_e                                      5.435e-05
b_loss_pw3_e                                     9.4203e-04
b_packreplace_e                                  2.8087e-04
b_cellreplace_e                                   -0.002166
b_price_e                                          0.003268
b_no_choice_f                                     -0.013479
b_mileage_f                                       -0.002864
b_range_pw1_f                                      0.026558
b_range_pw2_f                                     -0.016178
b_range_pw3_f                                      0.011001
b_loss_pw1_f                                    -8.9445e-04
b_loss_pw2_f                                     7.6997e-04
b_loss_pw3_f                                     1.9810e-04
b_packreplace_f                                    0.010292
b_cellreplace_f                                    0.006747
b_price_f                                         -0.005016
delta_b                                            0.015610
gamma_EV_rangeanxiety_b                           -0.009834
gamma_risktaker_b                                  0.005834
gamma_hhincome_b                                -6.4588e-04
gamma_ev_charge_b                                  0.002553
gamma_knowledge_ev_b                             7.2355e-04
gamma_evb_environment_agree_b                      0.027328
gamma_evb_function_disagree_b                     -0.003603
gamma_hhveh_fuel_b                              -4.3988e-04
gamma_veh_range_b                                 -0.001616
gamma_suv_b                                       -0.004752
delta_c                                            0.012566
gamma_EV_rangeanxiety_c                           -0.010914
gamma_risktaker_c                                  0.006354
gamma_hhincome_c                                -6.1102e-04
gamma_ev_charge_c                                  0.003642
gamma_knowledge_ev_c                            -5.2844e-04
gamma_evb_environment_agree_c                      0.027147
gamma_evb_function_disagree_c                     -0.003306
gamma_hhveh_fuel_c                              -9.8034e-04
gamma_veh_range_c                                 -0.001420
gamma_suv_c                                       -0.005499
delta_d                                            0.024215
gamma_EV_rangeanxiety_d                           -0.011098
gamma_risktaker_d                                  0.002562
gamma_hhincome_d                                -9.0991e-04
gamma_ev_charge_d                               -2.8884e-04
gamma_knowledge_ev_d                               0.001338
gamma_evb_environment_agree_d                      0.027991
gamma_evb_function_disagree_d                     -0.007157
gamma_hhveh_fuel_d                                 0.002805
gamma_veh_range_d                                 -0.002428
gamma_suv_d                                       -0.001065
delta_e                                            0.021930
gamma_EV_rangeanxiety_e                           -0.013903
gamma_risktaker_e                                  0.009187
gamma_hhincome_e                                -8.3331e-04
gamma_ev_charge_e                                  0.003107
gamma_knowledge_ev_e                               0.001506
gamma_evb_environment_agree_e                      0.027360
gamma_evb_function_disagree_e                     -0.007090
gamma_hhveh_fuel_e                                 0.001291
gamma_veh_range_e                                 -0.002519
gamma_suv_e                                       -0.006019
delta_f                                           -0.003709
gamma_EV_rangeanxiety_f                           -0.008594
gamma_risktaker_f                                  0.003078
gamma_hhincome_f                                -8.3276e-04
gamma_ev_charge_f                                 -0.004141
gamma_knowledge_ev_f                               0.004538
gamma_evb_environment_agree_f                      0.071587
gamma_evb_function_disagree_f                    3.3087e-04
gamma_hhveh_fuel_f                                 0.005542
gamma_veh_range_f                               -4.2632e-04
gamma_suv_f                                     -9.7793e-04
                              gamma_evb_function_disagree_f
b_no_choice_a                                      0.086516
b_mileage_a                                       -0.011239
b_range_pw1_a                                      0.019637
b_range_pw2_a                                     -0.072598
b_range_pw3_a                                     -0.055623
b_loss_pw1_a                                       0.001948
b_loss_pw2_a                                      -0.007311
b_loss_pw3_a                                      -0.005012
b_packreplace_a                                   -0.080366
b_cellreplace_a                                   -0.040965
b_price_a                                          0.075319
b_no_choice_b                                     -0.014955
b_mileage_b                                     -7.1951e-04
b_range_pw1_b                                     -0.005545
b_range_pw2_b                                      0.015977
b_range_pw3_b                                      0.016481
b_loss_pw1_b                                      -0.002359
b_loss_pw2_b                                      -0.001548
b_loss_pw3_b                                      -0.002530
b_packreplace_b                                    0.025878
b_cellreplace_b                                    0.020448
b_price_b                                          0.002328
b_no_choice_c                                      0.043170
b_mileage_c                                      -4.495e-05
b_range_pw1_c                                     -0.026151
b_range_pw2_c                                     -0.001501
b_range_pw3_c                                     -0.004466
b_loss_pw1_c                                     8.3084e-04
b_loss_pw2_c                                     7.4059e-04
b_loss_pw3_c                                    -2.5319e-04
b_packreplace_c                                    0.030649
b_cellreplace_c                                    0.028790
b_price_c                                          0.016518
b_no_choice_d                                      0.005947
b_mileage_d                                        0.004070
b_range_pw1_d                                     -0.035713
b_range_pw2_d                                     -0.073059
b_range_pw3_d                                     -0.137868
b_loss_pw1_d                                       0.001725
b_loss_pw2_d                                     2.5534e-04
b_loss_pw3_d                                    -1.1399e-04
b_packreplace_d                                    0.010397
b_cellreplace_d                                    0.012061
b_price_d                                         -0.014535
b_no_choice_e                                     -0.032079
b_mileage_e                                        0.002888
b_range_pw1_e                                     -0.173544
b_range_pw2_e                                      0.045073
b_range_pw3_e                                     -0.032134
b_loss_pw1_e                                       0.002381
b_loss_pw2_e                                       0.001939
b_loss_pw3_e                                       0.003066
b_packreplace_e                                   -0.028076
b_cellreplace_e                                   -0.033726
b_price_e                                          0.043877
b_no_choice_f                                     -0.121207
b_mileage_f                                       -0.008981
b_range_pw1_f                                      0.536499
b_range_pw2_f                                     -0.332427
b_range_pw3_f                                      0.070682
b_loss_pw1_f                                      -0.009936
b_loss_pw2_f                                      -0.006457
b_loss_pw3_f                                       0.001331
b_packreplace_f                                   -0.013320
b_cellreplace_f                                   -0.030980
b_price_f                                         -0.065878
delta_b                                           -0.004101
gamma_EV_rangeanxiety_b                           -0.010723
gamma_risktaker_b                                 -0.001721
gamma_hhincome_b                                -2.5228e-04
gamma_ev_charge_b                                  0.004705
gamma_knowledge_ev_b                               0.010251
gamma_evb_environment_agree_b                      0.013057
gamma_evb_function_disagree_b                      0.077056
gamma_hhveh_fuel_b                                 0.003042
gamma_veh_range_b                                  0.001283
gamma_suv_b                                       -0.017037
delta_c                                           -0.002283
gamma_EV_rangeanxiety_c                           -0.016889
gamma_risktaker_c                                  0.002560
gamma_hhincome_c                                -5.0884e-04
gamma_ev_charge_c                                  0.011047
gamma_knowledge_ev_c                               0.005519
gamma_evb_environment_agree_c                      0.008348
gamma_evb_function_disagree_c                      0.075296
gamma_hhveh_fuel_c                                -0.005550
gamma_veh_range_c                               -4.4108e-04
gamma_suv_c                                       -0.025868
delta_d                                            0.044395
gamma_EV_rangeanxiety_d                           -0.016922
gamma_risktaker_d                                 -0.018328
gamma_hhincome_d                                  -0.001359
gamma_ev_charge_d                                 -0.012519
gamma_knowledge_ev_d                               0.016780
gamma_evb_environment_agree_d                      0.009609
gamma_evb_function_disagree_d                      0.052876
gamma_hhveh_fuel_d                                 0.016719
gamma_veh_range_d                               -3.7297e-04
gamma_suv_d                                        0.004605
delta_e                                            0.061531
gamma_EV_rangeanxiety_e                           -0.026787
gamma_risktaker_e                                  0.007024
gamma_hhincome_e                                 1.3314e-04
gamma_ev_charge_e                                 -0.001584
gamma_knowledge_ev_e                               0.023429
gamma_evb_environment_agree_e                      0.009956
gamma_evb_function_disagree_e                      0.040326
gamma_hhveh_fuel_e                                -0.018689
gamma_veh_range_e                                 -0.003877
gamma_suv_e                                       -0.027135
delta_f                                           -0.163039
gamma_EV_rangeanxiety_f                            0.029346
gamma_risktaker_f                                  0.057998
gamma_hhincome_f                                 8.2143e-04
gamma_ev_charge_f                                 -0.002999
gamma_knowledge_ev_f                              -0.007273
gamma_evb_environment_agree_f                    3.3087e-04
gamma_evb_function_disagree_f                      0.262573
gamma_hhveh_fuel_f                                 0.045477
gamma_veh_range_f                                  0.018860
gamma_suv_f                                        0.096703
                                         gamma_hhveh_fuel_f
b_no_choice_a                                      0.025846
b_mileage_a                                       -0.005664
b_range_pw1_a                                      0.014885
b_range_pw2_a                                     -0.016833
b_range_pw3_a                                     -0.039387
b_loss_pw1_a                                     6.3208e-04
b_loss_pw2_a                                      -0.003175
b_loss_pw3_a                                      -0.003523
b_packreplace_a                                   -0.037187
b_cellreplace_a                                   -0.017156
b_price_a                                          0.030838
b_no_choice_b                                     -0.019583
b_mileage_b                                     -3.3857e-04
b_range_pw1_b                                     -0.004134
b_range_pw2_b                                      0.003273
b_range_pw3_b                                      0.004551
b_loss_pw1_b                                      -0.001227
b_loss_pw2_b                                    -8.0073e-04
b_loss_pw3_b                                      -0.001076
b_packreplace_b                                    0.012304
b_cellreplace_b                                    0.009734
b_price_b                                         -0.001190
b_no_choice_c                                   -7.4001e-04
b_mileage_c                                     -4.0523e-04
b_range_pw1_c                                     -0.011830
b_range_pw2_c                                     -0.006313
b_range_pw3_c                                    7.3562e-04
b_loss_pw1_c                                     2.1576e-04
b_loss_pw2_c                                     5.1565e-04
b_loss_pw3_c                                    -2.0349e-04
b_packreplace_c                                    0.021417
b_cellreplace_c                                    0.019985
b_price_c                                          0.002081
b_no_choice_d                                      0.008845
b_mileage_d                                        0.001371
b_range_pw1_d                                     -0.008101
b_range_pw2_d                                     -0.017689
b_range_pw3_d                                     -0.034485
b_loss_pw1_d                                     2.9986e-04
b_loss_pw2_d                                     -7.388e-05
b_loss_pw3_d                                     -8.044e-05
b_packreplace_d                                    0.004315
b_cellreplace_d                                    0.004115
b_price_d                                         -0.002129
b_no_choice_e                                     -0.016748
b_mileage_e                                        0.001373
b_range_pw1_e                                     -0.076572
b_range_pw2_e                                      0.023059
b_range_pw3_e                                     -0.012081
b_loss_pw1_e                                       0.001313
b_loss_pw2_e                                     9.3009e-04
b_loss_pw3_e                                       0.001219
b_packreplace_e                                   -0.015544
b_cellreplace_e                                   -0.017744
b_price_e                                          0.018422
b_no_choice_f                                     -0.053635
b_mileage_f                                       -0.001419
b_range_pw1_f                                      0.242635
b_range_pw2_f                                     -0.177518
b_range_pw3_f                                   -7.7097e-04
b_loss_pw1_f                                      -0.005258
b_loss_pw2_f                                      -0.002481
b_loss_pw3_f                                       0.001966
b_packreplace_f                                    0.021568
b_cellreplace_f                                    0.016430
b_price_f                                         -0.020108
delta_b                                           -0.056317
gamma_EV_rangeanxiety_b                           -0.008344
