Model run by xnw17 using Apollo 0.3.6 on R 4.5.2 for Darwin.
Please acknowledge the use of Apollo by citing Hess & Palma (2019)
  DOI 10.1016/j.jocm.2019.100170
  www.ApolloChoiceModelling.com

Model name                                  : piecewise_rangeloss_car_suv_lc_6c_1
Model description                           : LC model with 6 classes, piecewise linear range and range loss
Model run at                                : 2026-06-08 18:49:00.387496
Estimation method                           : bgw
Estimation diagnosis                        : Relative function convergence (favorable)
Optimisation diagnosis                      : Maximum found
     hessian properties                     : Negative definite
     maximum eigenvalue                     : -0.39362
     reciprocal of condition number         : 4.84466e-06
Number of individuals                       : 2916
Number of rows in database                  : 17496
Number of modelled outcomes                 : 17496

Number of cores used                        :  6 
Model without mixing

LL(start)                                   : -16551.37
LL (whole model) at equal shares, LL(0)     : -24254.61
LL (whole model) at observed shares, LL(C)  : -24038.9
LL(final, whole model)                      : -16537.86
Rho-squared vs equal shares                  :  0.3182 
Adj.Rho-squared vs equal shares              :  0.3132 
Rho-squared vs observed shares               :  0.312 
Adj.Rho-squared vs observed shares           :  0.3078 
AIC                                         :  33317.72 
BIC                                         :  34257.86 

LL(0,Class_1)                    : -24254.61
LL(final,Class_1)                : -63907.52
LL(0,Class_2)                    : -24254.61
LL(final,Class_2)                : -31075.07
LL(0,Class_3)                    : -24254.61
LL(final,Class_3)                : -35830.22
LL(0,Class_4)                    : -24254.61
LL(final,Class_4)                : -26200.61
LL(0,Class_5)                    : -24254.61
LL(final,Class_5)                : -23322.57
LL(0,Class_6)                    : -24254.61
LL(final,Class_6)                : -37317.31

Estimated parameters                        : 121
Time taken (hh:mm:ss)                       :  00:08:17.6 
     pre-estimation                         :  00:00:14.56 
     estimation                             :  00:00:8.63 
     post-estimation                        :  00:07:54.42 
Iterations                                  :  12  

Unconstrained optimisation.

Estimates:
                                 Estimate        s.e.   t.rat.(0)  p(2-sided)
b_loss_pw3_d                                      1.397e-06
b_packreplace_d                                   1.215e-05
b_cellreplace_d                                   1.203e-05
b_price_d                                        -1.193e-06
b_no_choice_e                                   -3.6695e-04
b_mileage_e                                      -4.781e-05
b_range_pw1_e                                    4.4668e-04
b_range_pw2_e                                   -3.0669e-04
b_range_pw3_e                                   -1.7993e-04
b_loss_pw1_e                                     -1.535e-05
b_loss_pw2_e                                     -1.144e-05
b_loss_pw3_e                                     -1.450e-05
b_packreplace_e                                   7.548e-06
b_cellreplace_e                                   9.207e-05
b_price_e                                        -5.746e-05
b_no_choice_f                                   -7.6009e-04
b_mileage_f                                       4.173e-07
b_range_pw1_f                                   -2.5774e-04
b_range_pw2_f                                     7.394e-05
b_range_pw3_f                                   -1.3142e-04
b_loss_pw1_f                                      8.195e-08
b_loss_pw2_f                                     -8.071e-06
b_loss_pw3_f                                      1.406e-06
b_packreplace_f                                  -8.663e-06
b_cellreplace_f                                  -6.275e-07
b_price_f                                        -4.551e-05
delta_b                                           -0.002149
gamma_EV_rangeanxiety_b                          2.1077e-04
gamma_risktaker_b                               -1.0783e-04
gamma_hhincome_b                                 2.6580e-04
gamma_ev_charge_b                               -5.5731e-04
gamma_knowledge_ev_b                             -2.578e-05
gamma_evb_environment_agree_b                   -3.4327e-04
gamma_evb_function_disagree_b                     5.985e-05
gamma_hhveh_fuel_b                               2.7725e-04
gamma_veh_range_b                               -1.5740e-04
gamma_suv_b                                       1.262e-06
delta_c                                           -0.001557
gamma_EV_rangeanxiety_c                          2.4216e-04
gamma_risktaker_c                               -1.6234e-04
gamma_hhincome_c                                 1.9047e-04
gamma_ev_charge_c                               -4.6865e-04
gamma_knowledge_ev_c                             -2.899e-05
gamma_evb_environment_agree_c                   -4.1673e-04
gamma_evb_function_disagree_c                    -2.706e-05
gamma_hhveh_fuel_c                                6.874e-05
gamma_veh_range_c                                -7.973e-05
gamma_suv_c                                     -1.0510e-04
delta_d                                           -0.001664
gamma_EV_rangeanxiety_d                          2.5381e-04
gamma_risktaker_d                               -1.9106e-04
gamma_hhincome_d                                 1.9703e-04
gamma_ev_charge_d                               -4.8878e-04
gamma_knowledge_ev_d                              1.360e-05
gamma_evb_environment_agree_d                   -3.7845e-04
gamma_evb_function_disagree_d                    -4.557e-05
gamma_hhveh_fuel_d                               1.2507e-04
gamma_veh_range_d                                -7.771e-05
gamma_suv_d                                       1.396e-05
delta_e                                           -0.001895
gamma_EV_rangeanxiety_e                          3.6640e-04
gamma_risktaker_e                               -2.3661e-04
gamma_hhincome_e                                 2.0857e-04
gamma_ev_charge_e                               -4.6312e-04
gamma_knowledge_ev_e                              3.514e-05
gamma_evb_environment_agree_e                   -4.2904e-04
gamma_evb_function_disagree_e                     6.962e-05
gamma_hhveh_fuel_e                               1.4254e-04
gamma_veh_range_e                                -6.383e-05
gamma_suv_e                                      -3.719e-05
delta_f                                           -0.001631
gamma_EV_rangeanxiety_f                          2.0324e-04
gamma_risktaker_f                               -1.8394e-04
gamma_hhincome_f                                 1.8249e-04
gamma_ev_charge_f                               -4.5119e-04
gamma_knowledge_ev_f                              4.348e-06
gamma_evb_environment_agree_f                   -4.5604e-04
gamma_evb_function_disagree_f                    -6.278e-05
gamma_hhveh_fuel_f                               1.7314e-04
gamma_veh_range_f                                -6.254e-05
gamma_suv_f                                      1.1346e-04
                                          gamma_ev_charge_b
b_no_choice_a                                     -0.004419
b_mileage_a                                       -0.001516
b_range_pw1_a                                     -0.013705
b_range_pw2_a                                      0.027562
b_range_pw3_a                                     -0.008628
b_loss_pw1_a                                     6.1883e-04
b_loss_pw2_a                                     9.6729e-04
b_loss_pw3_a                                     9.7613e-04
b_packreplace_a                                   -0.002792
b_cellreplace_a                                   -0.004189
b_price_a                                          0.001244
b_no_choice_b                                      0.012827
b_mileage_b                                      -5.110e-05
b_range_pw1_b                                      0.002380
b_range_pw2_b                                    3.8023e-04
b_range_pw3_b                                      0.003712
b_loss_pw1_b                                     4.3113e-04
b_loss_pw2_b                                     2.6613e-04
b_loss_pw3_b                                     6.0331e-04
b_packreplace_b                                    0.001886
b_cellreplace_b                                    0.002909
b_price_b                                       -2.6967e-04
b_no_choice_c                                     -0.006819
b_mileage_c                                      4.1750e-04
b_range_pw1_c                                      0.001814
b_range_pw2_c                                      0.007375
b_range_pw3_c                                      0.016010
b_loss_pw1_c                                    -1.5307e-04
b_loss_pw2_c                                     1.2326e-04
b_loss_pw3_c                                      4.604e-05
b_packreplace_c                                    0.001108
b_cellreplace_c                                 -1.3450e-04
b_price_c                                         -0.005218
b_no_choice_d                                      0.001729
b_mileage_d                                      -6.084e-05
b_range_pw1_d                                    4.7423e-04
b_range_pw2_d                                    8.5058e-04
b_range_pw3_d                                    7.1838e-04
b_loss_pw1_d                                     -2.008e-05
b_loss_pw2_d                                      9.341e-06
b_loss_pw3_d                                     -1.616e-05
b_packreplace_d                                 -6.6812e-04
b_cellreplace_d                                 -6.6420e-04
b_price_d                                        1.3661e-04
b_no_choice_e                                      0.001199
b_mileage_e                                       5.133e-05
b_range_pw1_e                                      0.001938
b_range_pw2_e                                    3.1964e-04
b_range_pw3_e                                    4.3327e-04
b_loss_pw1_e                                     -3.826e-05
b_loss_pw2_e                                     -5.181e-05
b_loss_pw3_e                                     -5.285e-05
b_packreplace_e                                 -3.9339e-04
b_cellreplace_e                                 -1.5943e-04
b_price_e                                       -3.3725e-04
b_no_choice_f                                     -0.007010
b_mileage_f                                     -2.4473e-04
b_range_pw1_f                                     -0.002960
b_range_pw2_f                                    8.1632e-04
b_range_pw3_f                                   -9.5179e-04
b_loss_pw1_f                                      8.754e-05
b_loss_pw2_f                                     1.0736e-04
b_loss_pw3_f                                     -1.775e-05
b_packreplace_f                                 -3.2192e-04
b_cellreplace_f                                   8.685e-05
b_price_f                                         -0.001704
delta_b                                           -0.018560
gamma_EV_rangeanxiety_b                            0.006749
gamma_risktaker_b                                 -0.004752
gamma_hhincome_b                                -5.5731e-04
gamma_ev_charge_b                                  0.036535
gamma_knowledge_ev_b                              -0.004590
gamma_evb_environment_agree_b                    3.7427e-04
gamma_evb_function_disagree_b                   -1.5267e-04
gamma_hhveh_fuel_b                                 0.011446
gamma_veh_range_b                                1.3042e-04
gamma_suv_b                                     -7.7610e-04
delta_c                                           -0.012545
gamma_EV_rangeanxiety_c                            0.005724
gamma_risktaker_c                                 -0.002659
gamma_hhincome_c                                -5.0656e-04
gamma_ev_charge_c                                  0.022766
gamma_knowledge_ev_c                              -0.003789
gamma_evb_environment_agree_c                   -4.4012e-04
gamma_evb_function_disagree_c                     -0.002091
gamma_hhveh_fuel_c                                 0.008754
gamma_veh_range_c                                 4.559e-05
gamma_suv_c                                       -0.004745
delta_d                                           -0.013151
gamma_EV_rangeanxiety_d                            0.005163
gamma_risktaker_d                                 -0.003847
gamma_hhincome_d                                -4.8005e-04
gamma_ev_charge_d                                  0.024121
gamma_knowledge_ev_d                              -0.003469
gamma_evb_environment_agree_d                    2.1675e-04
gamma_evb_function_disagree_d                     -0.002221
gamma_hhveh_fuel_d                                 0.008453
gamma_veh_range_d                                3.3367e-04
gamma_suv_d                                     -4.5346e-04
delta_e                                           -0.014278
gamma_EV_rangeanxiety_e                            0.005812
gamma_risktaker_e                                 -0.003946
gamma_hhincome_e                                -5.0144e-04
gamma_ev_charge_e                                  0.025450
gamma_knowledge_ev_e                              -0.003914
gamma_evb_environment_agree_e                    -5.740e-06
gamma_evb_function_disagree_e                     -0.002875
gamma_hhveh_fuel_e                                 0.008825
gamma_veh_range_e                                3.1914e-04
gamma_suv_e                                       -0.001137
delta_f                                           -0.011937
gamma_EV_rangeanxiety_f                            0.005142
gamma_risktaker_f                                 -0.003394
gamma_hhincome_f                                -5.5476e-04
gamma_ev_charge_f                                  0.022967
gamma_knowledge_ev_f                              -0.003206
gamma_evb_environment_agree_f                   -1.9926e-04
gamma_evb_function_disagree_f                     -0.003467
gamma_hhveh_fuel_f                                 0.007573
gamma_veh_range_f                                -1.930e-05
gamma_suv_f                                      2.1675e-04
                                       gamma_knowledge_ev_b
b_no_choice_a                                      0.016059
b_mileage_a                                     -1.1587e-04
b_range_pw1_a                                      0.021620
b_range_pw2_a                                     -0.022255
b_range_pw3_a                                      0.007113
b_loss_pw1_a                                     2.8821e-04
b_loss_pw2_a                                    -4.4132e-04
b_loss_pw3_a                                     6.3621e-04
b_packreplace_a                                   -0.009154
b_cellreplace_a                                 -7.5068e-04
b_price_a                                         -0.002372
b_no_choice_b                                      0.005626
b_mileage_b                                      1.0430e-04
b_range_pw1_b                                   -2.8112e-04
b_range_pw2_b                                      0.002732
b_range_pw3_b                                      0.002483
b_loss_pw1_b                                     3.6413e-04
b_loss_pw2_b                                     1.3755e-04
b_loss_pw3_b                                    -1.8643e-04
b_packreplace_b                                 -8.8087e-04
b_cellreplace_b                                 -3.4313e-04
b_price_b                                         9.010e-05
b_no_choice_c                                   -6.0172e-04
b_mileage_c                                      2.8640e-04
b_range_pw1_c                                    -5.699e-05
b_range_pw2_c                                      0.002838
b_range_pw3_c                                      0.012901
b_loss_pw1_c                                     -7.223e-05
b_loss_pw2_c                                     1.0121e-04
b_loss_pw3_c                                      7.969e-05
b_packreplace_c                                    0.001576
b_cellreplace_c                                    0.001187
b_price_c                                         -0.002523
b_no_choice_d                                     -0.001222
b_mileage_d                                     -1.3699e-04
b_range_pw1_d                                    4.6274e-04
b_range_pw2_d                                   -3.9403e-04
b_range_pw3_d                                    3.3254e-04
b_loss_pw1_d                                     -2.030e-05
b_loss_pw2_d                                     -2.592e-05
b_loss_pw3_d                                      1.040e-05
b_packreplace_d                                  -9.418e-05
b_cellreplace_d                                 -2.2805e-04
b_price_d                                       -1.7038e-04
b_no_choice_e                                     -0.001609
b_mileage_e                                       6.239e-05
b_range_pw1_e                                     -0.002025
b_range_pw2_e                                    5.8161e-04
b_range_pw3_e                                   -4.0603e-04
b_loss_pw1_e                                     -7.727e-05
b_loss_pw2_e                                      5.360e-05
b_loss_pw3_e                                      6.214e-05
b_packreplace_e                                  8.8268e-04
b_cellreplace_e                                  4.5132e-04
b_price_e                                       -1.9192e-04
b_no_choice_f                                     -0.004268
b_mileage_f                                      -3.519e-05
b_range_pw1_f                                     -0.001297
b_range_pw2_f                                    -7.824e-05
b_range_pw3_f                                      0.001108
b_loss_pw1_f                                     -6.366e-05
b_loss_pw2_f                                     -2.720e-05
b_loss_pw3_f                                     -2.430e-05
b_packreplace_f                                  -7.560e-05
b_cellreplace_f                                  5.8762e-04
b_price_f                                       -3.7620e-04
delta_b                                           -0.018566
gamma_EV_rangeanxiety_b                            0.002345
gamma_risktaker_b                                 -0.003370
gamma_hhincome_b                                 -2.578e-05
gamma_ev_charge_b                                 -0.004590
gamma_knowledge_ev_b                               0.037799
gamma_evb_environment_agree_b                     -0.002253
gamma_evb_function_disagree_b                      0.001518
gamma_hhveh_fuel_b                                 0.001317
gamma_veh_range_b                                 -0.002192
gamma_suv_b                                        0.001024
delta_c                                           -0.009839
gamma_EV_rangeanxiety_c                            0.001550
gamma_risktaker_c                               -8.9649e-04
gamma_hhincome_c                                 -3.306e-05
gamma_ev_charge_c                                 -0.003708
gamma_knowledge_ev_c                               0.021768
gamma_evb_environment_agree_c                     -0.001957
gamma_evb_function_disagree_c                    9.6595e-04
gamma_hhveh_fuel_c                                 0.001821
gamma_veh_range_c                                 -0.001707
gamma_suv_c                                       -0.003184
delta_d                                           -0.010650
gamma_EV_rangeanxiety_d                            0.001897
gamma_risktaker_d                                 -0.001044
gamma_hhincome_d                                  2.339e-05
gamma_ev_charge_d                                 -0.003698
gamma_knowledge_ev_d                               0.023350
gamma_evb_environment_agree_d                     -0.001736
gamma_evb_function_disagree_d                    4.2999e-04
gamma_hhveh_fuel_d                                 0.001598
gamma_veh_range_d                                 -0.001897
gamma_suv_d                                      5.4237e-04
delta_e                                           -0.011018
gamma_EV_rangeanxiety_e                            0.002068
gamma_risktaker_e                                 -0.001138
gamma_hhincome_e                                 -6.269e-07
gamma_ev_charge_e                                 -0.004077
gamma_knowledge_ev_e                               0.024140
gamma_evb_environment_agree_e                     -0.001614
gamma_evb_function_disagree_e                    6.8548e-04
gamma_hhveh_fuel_e                                 0.001410
gamma_veh_range_e                                 -0.002055
gamma_suv_e                                      5.6482e-04
delta_f                                           -0.010891
gamma_EV_rangeanxiety_f                            0.001453
gamma_risktaker_f                                 -0.001127
gamma_hhincome_f                                  3.366e-05
gamma_ev_charge_f                                 -0.002964
gamma_knowledge_ev_f                               0.021684
gamma_evb_environment_agree_f                     -0.001073
gamma_evb_function_disagree_f                    3.2791e-04
gamma_hhveh_fuel_f                                 0.001460
gamma_veh_range_f                                 -0.001668
gamma_suv_f                                      3.8003e-04
                              gamma_evb_environment_agree_b
b_no_choice_a                                      0.010847
b_mileage_a                                       -0.007502
b_range_pw1_a                                      0.011083
b_range_pw2_a                                     -0.039396
b_range_pw3_a                                     -0.017153
b_loss_pw1_a                                      -0.002166
b_loss_pw2_a                                    -9.9781e-04
b_loss_pw3_a                                      -0.001938
b_packreplace_a                                   -0.003349
b_cellreplace_a                                    0.003206
b_price_a                                          0.027158
b_no_choice_b                                     -0.003276
b_mileage_b                                     -5.8892e-04
b_range_pw1_b                                   -3.2525e-04
b_range_pw2_b                                    3.4197e-04
b_range_pw3_b                                      0.004285
b_loss_pw1_b                                      7.878e-05
b_loss_pw2_b                                      7.707e-06
b_loss_pw3_b                                     1.4786e-04
b_packreplace_b                                    0.002027
b_cellreplace_b                                    0.002582
b_price_b                                         -0.002843
b_no_choice_c                                      0.001356
b_mileage_c                                      8.8406e-04
b_range_pw1_c                                     -0.003873
b_range_pw2_c                                    8.5339e-04
b_range_pw3_c                                      0.013760
b_loss_pw1_c                                     -2.570e-05
b_loss_pw2_c                                      1.431e-05
b_loss_pw3_c                                      7.783e-05
b_packreplace_c                                 -1.3893e-04
b_cellreplace_c                                 -3.2565e-04
b_price_c                                         -0.002230
b_no_choice_d                                     -0.003487
b_mileage_d                                      -3.282e-05
b_range_pw1_d                                    4.1409e-04
b_range_pw2_d                                    1.8259e-04
b_range_pw3_d                                    3.8031e-04
b_loss_pw1_d                                    -1.0947e-04
b_loss_pw2_d                                     -8.442e-05
b_loss_pw3_d                                     -5.596e-05
b_packreplace_d                                 -5.7518e-04
b_cellreplace_d                                 -5.0734e-04
b_price_d                                        1.6517e-04
b_no_choice_e                                      0.001229
b_mileage_e                                      3.1573e-04
b_range_pw1_e                                     -0.005799
b_range_pw2_e                                      0.001811
b_range_pw3_e                                    1.7152e-04
b_loss_pw1_e                                     1.3867e-04
b_loss_pw2_e                                     1.8117e-04
b_loss_pw3_e                                     2.5511e-04
b_packreplace_e                                 -1.2257e-04
b_cellreplace_e                                 -9.3815e-04
b_price_e                                        3.9840e-04
b_no_choice_f                                      0.003398
b_mileage_f                                      -8.174e-05
b_range_pw1_f                                    3.9662e-04
b_range_pw2_f                                     9.810e-05
b_range_pw3_f                                    -4.784e-05
b_loss_pw1_f                                     1.6217e-04
b_loss_pw2_f                                     1.2198e-04
b_loss_pw3_f                                      7.689e-05
b_packreplace_f                                 -4.5453e-04
b_cellreplace_f                                 -5.5802e-04
b_price_f                                       -2.3618e-04
delta_b                                           -0.002707
gamma_EV_rangeanxiety_b                           -0.008716
gamma_risktaker_b                               -3.4330e-04
gamma_hhincome_b                                -3.4327e-04
gamma_ev_charge_b                                3.7427e-04
gamma_knowledge_ev_b                              -0.002253
gamma_evb_environment_agree_b                      0.035852
gamma_evb_function_disagree_b                     -0.002562
gamma_hhveh_fuel_b                                 0.003223
gamma_veh_range_b                               -1.3152e-04
gamma_suv_b                                        0.003994
delta_c                                            0.009996
gamma_EV_rangeanxiety_c                           -0.007180
gamma_risktaker_c                                  0.002323
gamma_hhincome_c                                -4.2360e-04
gamma_ev_charge_c                               -7.6939e-04
gamma_knowledge_ev_c                              -0.002258
gamma_evb_environment_agree_c                      0.021221
gamma_evb_function_disagree_c                     -0.002304
gamma_hhveh_fuel_c                              -5.2442e-04
gamma_veh_range_c                               -4.6915e-04
gamma_suv_c                                       -0.002991
delta_d                                            0.004113
gamma_EV_rangeanxiety_d                           -0.007441
gamma_risktaker_d                                  0.001749
gamma_hhincome_d                                -3.2627e-04
gamma_ev_charge_d                                 3.010e-05
gamma_knowledge_ev_d                              -0.001554
gamma_evb_environment_agree_d                      0.024292
gamma_evb_function_disagree_d                     -0.003161
gamma_hhveh_fuel_d                               1.9518e-04
gamma_veh_range_d                                 1.629e-05
gamma_suv_d                                        0.002427
delta_e                                            0.008835
gamma_EV_rangeanxiety_e                           -0.009630
gamma_risktaker_e                                  0.001642
gamma_hhincome_e                                -5.0679e-04
gamma_ev_charge_e                                 -0.001104
gamma_knowledge_ev_e                              -0.001848
gamma_evb_environment_agree_e                      0.024931
gamma_evb_function_disagree_e                     -0.003651
gamma_hhveh_fuel_e                               3.0992e-04
gamma_veh_range_e                               -5.7869e-04
gamma_suv_e                                        0.002443
delta_f                                            0.007299
gamma_EV_rangeanxiety_f                           -0.007903
gamma_risktaker_f                                7.1492e-04
gamma_hhincome_f                                -5.0800e-04
gamma_ev_charge_f                               -4.7597e-04
gamma_knowledge_ev_f                            -9.6970e-04
gamma_evb_environment_agree_f                      0.023063
gamma_evb_function_disagree_f                     -0.003338
gamma_hhveh_fuel_f                              -3.7042e-04
gamma_veh_range_f                               -4.6172e-04
gamma_suv_f                                        0.002761
                              gamma_evb_function_disagree_b
b_no_choice_a                                      0.024107
b_mileage_a                                       4.468e-05
b_range_pw1_a                                      0.031733
b_range_pw2_a                                     -0.073288
b_range_pw3_a                                     -0.011963
b_loss_pw1_a                                     5.3275e-04
b_loss_pw2_a                                      -0.004405
b_loss_pw3_a                                     7.6034e-04
b_packreplace_a                                   -0.014420
b_cellreplace_a                                    0.003219
b_price_a                                          0.013426
b_no_choice_b                                      0.018591
b_mileage_b                                     -1.0039e-04
b_range_pw1_b                                      0.004931
b_range_pw2_b                                      0.001677
b_range_pw3_b                                      0.006709
b_loss_pw1_b                                     6.5678e-04
b_loss_pw2_b                                      3.558e-05
b_loss_pw3_b                                     3.1437e-04
b_packreplace_b                                    0.003290
b_cellreplace_b                                    0.004499
b_price_b                                       -8.0910e-04
b_no_choice_c                                     -0.008141
b_mileage_c                                      3.4143e-04
b_range_pw1_c                                    7.2898e-04
b_range_pw2_c                                      0.006844
b_range_pw3_c                                      0.020021
b_loss_pw1_c                                    -1.9357e-04
b_loss_pw2_c                                     2.6670e-04
b_loss_pw3_c                                      4.378e-05
b_packreplace_c                                    0.001576
b_cellreplace_c                                  4.1628e-04
b_price_c                                         -0.007514
b_no_choice_d                                     -0.003684
b_mileage_d                                     -1.7222e-04
b_range_pw1_d                                    2.8819e-04
b_range_pw2_d                                    3.6614e-04
b_range_pw3_d                                      0.001164
b_loss_pw1_d                                    -1.0634e-04
b_loss_pw2_d                                     -7.167e-05
b_loss_pw3_d                                     -5.697e-05
b_packreplace_d                                 -7.3529e-04
b_cellreplace_d                                 -8.6899e-04
b_price_d                                        -3.645e-05
b_no_choice_e                                   -6.6842e-04
b_mileage_e                                      1.4828e-04
b_range_pw1_e                                     -0.002578
b_range_pw2_e                                    3.9105e-04
b_range_pw3_e                                     -0.001423
b_loss_pw1_e                                     -8.503e-05
b_loss_pw2_e                                     2.6873e-04
b_loss_pw3_e                                     1.2452e-04
b_packreplace_e                                  9.0859e-04
b_cellreplace_e                                  1.1628e-04
b_price_e                                       -4.0068e-04
b_no_choice_f                                     -0.023209
b_mileage_f                                     -1.4941e-04
b_range_pw1_f                                     -0.003535
b_range_pw2_f                                    4.8270e-04
b_range_pw3_f                                     -0.002799
b_loss_pw1_f                                     -4.161e-05
b_loss_pw2_f                                     1.7970e-04
b_loss_pw3_f                                      3.840e-05
b_packreplace_f                                   -0.001970
b_cellreplace_f                                 -8.3093e-04
b_price_f                                         -0.003821
delta_b                                           -0.001877
gamma_EV_rangeanxiety_b                          3.9080e-04
gamma_risktaker_b                                 -0.005850
gamma_hhincome_b                                  5.985e-05
gamma_ev_charge_b                               -1.5267e-04
gamma_knowledge_ev_b                               0.001518
gamma_evb_environment_agree_b                     -0.002562
gamma_evb_function_disagree_b                      0.077113
gamma_hhveh_fuel_b                                -0.004932
gamma_veh_range_b                                7.4405e-04
gamma_suv_b                                     -8.3786e-04
delta_c                                            0.004782
gamma_EV_rangeanxiety_c                           -0.001585
gamma_risktaker_c                                 -0.004508
gamma_hhincome_c                                 -8.415e-05
gamma_ev_charge_c                                 -0.003692
gamma_knowledge_ev_c                            -1.5032e-04
gamma_evb_environment_agree_c                     -0.003770
gamma_evb_function_disagree_c                      0.059731
gamma_hhveh_fuel_c                                -0.006037
gamma_veh_range_c                                  0.001350
gamma_suv_c                                       -0.007106
delta_d                                            0.002268
gamma_EV_rangeanxiety_d                           -0.001171
gamma_risktaker_d                                 -0.004059
gamma_hhincome_d                                  1.572e-05
gamma_ev_charge_d                                 -0.002443
gamma_knowledge_ev_d                             5.7259e-04
gamma_evb_environment_agree_d                     -0.003274
gamma_evb_function_disagree_d                      0.060794
gamma_hhveh_fuel_d                                -0.006130
gamma_veh_range_d                                  0.001262
gamma_suv_d                                     -2.0676e-04
delta_e                                            0.003842
gamma_EV_rangeanxiety_e                           -0.002998
gamma_risktaker_e                                 -0.004981
gamma_hhincome_e                                 -8.213e-05
gamma_ev_charge_e                                 -0.004271
gamma_knowledge_ev_e                             6.4408e-04
gamma_evb_environment_agree_e                     -0.002671
gamma_evb_function_disagree_e                      0.063444
gamma_hhveh_fuel_e                                -0.006101
gamma_veh_range_e                                  0.001135
gamma_suv_e                                      3.6512e-04
delta_f                                            0.004887
gamma_EV_rangeanxiety_f                           -0.003237
gamma_risktaker_f                                 -0.003491
gamma_hhincome_f                                -1.2655e-04
gamma_ev_charge_f                                 -0.003280
gamma_knowledge_ev_f                             2.0492e-04
gamma_evb_environment_agree_f                     -0.002804
gamma_evb_function_disagree_f                      0.057443
gamma_hhveh_fuel_f                                -0.007098
gamma_veh_range_f                                9.6498e-04
gamma_suv_f                                      -6.149e-05
                                         gamma_hhveh_fuel_b
b_no_choice_a                                     -0.022788
b_mileage_a                                        0.001509
b_range_pw1_a                                     -0.003443
b_range_pw2_a                                     -0.012854
b_range_pw3_a                                     -0.014737
b_loss_pw1_a                                    -7.9010e-04
b_loss_pw2_a                                    -7.8400e-04
b_loss_pw3_a                                    -2.7837e-04
b_packreplace_a                                   -0.003094
b_cellreplace_a                                    0.003082
b_price_a                                          0.001596
b_no_choice_b                                     -0.010921
b_mileage_b                                     -9.4825e-04
b_range_pw1_b                                      0.001553
b_range_pw2_b                                     -0.002624
b_range_pw3_b                                      0.002940
b_loss_pw1_b                                     -4.420e-06
b_loss_pw2_b                                    -1.1050e-04
b_loss_pw3_b                                    -1.2388e-04
b_packreplace_b                                    0.002848
b_cellreplace_b                                    0.002354
b_price_b                                         -0.005256
b_no_choice_c                                   -1.0933e-04
b_mileage_c                                      1.7843e-04
b_range_pw1_c                                   -6.9211e-04
b_range_pw2_c                                     5.495e-05
b_range_pw3_c                                      0.002272
b_loss_pw1_c                                     -2.050e-05
b_loss_pw2_c                                      3.454e-05
b_loss_pw3_c                                      4.160e-06
b_packreplace_c                                   -0.001315
b_cellreplace_c                                   -0.001366
b_price_c                                          0.002353
b_no_choice_d                                     -0.002641
b_mileage_d                                      1.3904e-04
b_range_pw1_d                                   -7.9207e-04
b_range_pw2_d                                    5.0348e-04
b_range_pw3_d                                    -2.792e-05
b_loss_pw1_d                                    -1.1281e-04
b_loss_pw2_d                                    -1.4884e-04
b_loss_pw3_d                                     -3.024e-05
b_packreplace_d                                 -6.5166e-04
b_cellreplace_d                                 -5.0008e-04
b_price_d                                        5.0886e-04
b_no_choice_e                                      0.001053
b_mileage_e                                       6.756e-05
b_range_pw1_e                                      0.002268
b_range_pw2_e                                   -7.1624e-04
b_range_pw3_e                                   -4.2480e-04
b_loss_pw1_e                                     1.2446e-04
b_loss_pw2_e                                      2.968e-05
b_loss_pw3_e                                      7.152e-05
b_packreplace_e                                  2.0421e-04
b_cellreplace_e                                  3.3296e-04
b_price_e                                       -9.6546e-04
b_no_choice_f                                     -0.004438
b_mileage_f                                       3.076e-06
b_range_pw1_f                                    8.9663e-04
b_range_pw2_f                                      0.002291
b_range_pw3_f                                   -8.3633e-04
b_loss_pw1_f                                     1.0906e-04
b_loss_pw2_f                                     3.5497e-04
b_loss_pw3_f                                      4.512e-05
b_packreplace_f                                 -1.5270e-04
b_cellreplace_f                                  7.3003e-04
b_price_f                                         -0.002739
delta_b                                           -0.068045
gamma_EV_rangeanxiety_b                           -0.005497
gamma_risktaker_b                                  0.006292
gamma_hhincome_b                                 2.7725e-04
gamma_ev_charge_b                                  0.011446
gamma_knowledge_ev_b                               0.001317
gamma_evb_environment_agree_b                      0.003223
gamma_evb_function_disagree_b                     -0.004932
gamma_hhveh_fuel_b                                 0.071657
gamma_veh_range_b                                4.4567e-04
gamma_suv_b                                       -0.001547
delta_c                                           -0.050143
gamma_EV_rangeanxiety_c                           -0.002364
gamma_risktaker_c                                  0.006803
gamma_hhincome_c                                  1.674e-05
gamma_ev_charge_c                                  0.008378
gamma_knowledge_ev_c                             9.8666e-04
gamma_evb_environment_agree_c                   -7.5853e-04
gamma_evb_function_disagree_c                     -0.006009
gamma_hhveh_fuel_c                                 0.050723
gamma_veh_range_c                                6.2392e-04
gamma_suv_c                                       -0.001221
delta_d                                           -0.053014
gamma_EV_rangeanxiety_d                           -0.002202
gamma_risktaker_d                                  0.006623
gamma_hhincome_d                                 1.3624e-04
gamma_ev_charge_d                                  0.008614
gamma_knowledge_ev_d                               0.001546
gamma_evb_environment_agree_d                   -4.6371e-04
gamma_evb_function_disagree_d                     -0.006618
gamma_hhveh_fuel_d                                 0.052322
gamma_veh_range_d                                8.3669e-04
