Model run by wuxiatian using Apollo 0.3.4 on R 4.4.2 for Darwin.
Please acknowledge the use of Apollo by citing Hess & Palma (2019)
  DOI 10.1016/j.jocm.2019.100170
  www.ApolloChoiceModelling.com

Model name                                  : piecewise_rangeloss_car_suv_lc_6c_1
Model description                           : LC model with 6 classes, piecewise linear range and range loss
Model run at                                : 2026-05-28 17:46:22.938038
Estimation method                           : bgw
Model diagnosis                             : Relative function convergence
Optimisation diagnosis                      : Maximum found
     hessian properties                     : Negative definite
     maximum eigenvalue                     : -0.39384
     reciprocal of condition number         : 4.86717e-06
Number of individuals                       : 2916
Number of rows in database                  : 17496
Number of modelled outcomes                 : 17496

Number of cores used                        :  6 
Model without mixing
gamma_ev_charge_a                                  1.000000
gamma_knowledge_ev_a                              -0.064818
gamma_evb_environment_agree_a                      0.008718
gamma_evb_function_disagree_a                      0.019348
gamma_hhveh_fuel_a                                 0.081575
gamma_veh_range_a                                 -0.082367
gamma_suv_a                                       -0.029242
delta_b                                           -0.060497
gamma_EV_rangeanxiety_b                            0.030304
gamma_risktaker_b                                 -0.024299
gamma_hhincome_b                                  -0.042433
gamma_ev_charge_b                                  0.387660
gamma_knowledge_ev_b                               0.006997
gamma_evb_environment_agree_b                     -0.007144
gamma_evb_function_disagree_b                      0.027245
gamma_hhveh_fuel_b                                 0.053094
gamma_veh_range_b                                 -0.015527
gamma_suv_b                                        0.004383
delta_c                                           -0.050194
gamma_EV_rangeanxiety_c                            0.026103
gamma_risktaker_c                                 -0.044292
gamma_hhincome_c                                  -0.045470
gamma_ev_charge_c                                  0.385224
gamma_knowledge_ev_c                               0.001827
gamma_evb_environment_agree_c                     -0.012260
gamma_evb_function_disagree_c                      0.017203
gamma_hhveh_fuel_c                                 0.051968
gamma_veh_range_c                                 -0.016680
gamma_suv_c                                        0.028390
delta_d                                           -0.052673
gamma_EV_rangeanxiety_d                            0.026224
gamma_risktaker_d                                 -0.027459
gamma_hhincome_d                                  -0.032595
gamma_ev_charge_d                                  0.352250
gamma_knowledge_ev_d                              -0.004320
gamma_evb_environment_agree_d                   -8.1530e-04
gamma_evb_function_disagree_d                      0.022245
gamma_hhveh_fuel_d                                 0.046975
gamma_veh_range_d                                 -0.016970
gamma_suv_d                                       -0.005394
gamma_knowledge_ev_e                               0.039725
delta_f                                           -0.059430
gamma_EV_rangeanxiety_f                            0.033899
gamma_risktaker_f                                 -0.032213
gamma_hhincome_f                                  -0.045096
gamma_ev_charge_f                                  0.382007
gamma_evb_environment_agree_f                     -0.012713
gamma_evb_function_disagree_f                      0.015130
gamma_hhveh_fuel_f                                 0.060737
gamma_veh_range_f                                 -0.020078
gamma_suv_f                                       -0.004753
                                       gamma_knowledge_ev_a
b_no_choice_a                                     -0.009516
b_mileage_a                                       -0.012139
b_range_pw1_a                                     -0.015547
b_range_pw2_a                                      0.031982
b_range_pw3_a                                     -0.013365
b_loss_pw1_a                                      -0.015501
b_loss_pw2_a                                       0.013483
b_loss_pw3_a                                     1.7402e-04
b_packreplace_a                                    0.028736
b_cellreplace_a                                    0.003000
b_price_a                                          0.009049
b_no_choice_b                                      0.005073
b_mileage_b                                        0.001695
b_range_pw1_b                                   -1.8012e-04
b_range_pw2_b                                     -0.002709
b_range_pw3_b                                      0.006630
b_loss_pw1_b                                       0.011479
b_loss_pw2_b                                       0.005623
b_loss_pw3_b                                      -0.005043
b_packreplace_b                                   -0.012213
b_cellreplace_b                                   -0.011664
b_price_b                                          0.013982
b_no_choice_c                                   -8.6229e-04
b_mileage_c                                       -0.004506
b_range_pw1_c                                     -0.002504
b_range_pw2_c                                     -0.002172
b_range_pw3_c                                     -0.016746
b_loss_pw1_c                                       0.004081
b_loss_pw2_c                                       0.001285
b_loss_pw3_c                                    -8.5398e-04
b_packreplace_c                                   -0.009085
b_cellreplace_c                                   -0.007079
b_price_c                                          0.006941
b_no_choice_d                                      0.002580
b_mileage_d                                        0.005625
b_range_pw1_d                                      0.004158
b_range_pw2_d                                     -0.008844
b_range_pw3_d                                     -0.028003
b_loss_pw1_d                                      -0.003251
b_loss_pw2_d                                      -0.001561
b_loss_pw3_d                                       0.019784
b_packreplace_d                                    0.007911
b_cellreplace_d                                   -0.015695
b_price_d                                          0.014303
b_no_choice_e                                      0.005432
b_mileage_e                                        0.011846
b_range_pw1_e                                     -0.001066
b_range_pw2_e                                      0.001544
b_range_pw3_e                                     -0.006829
b_loss_pw1_e                                      -0.003817
b_loss_pw2_e                                       0.004300
b_loss_pw3_e                                       0.006318
b_packreplace_e                                 -2.6990e-04
b_cellreplace_e                                    0.008613
b_price_e                                          0.015329
b_no_choice_f                                     -0.001704
b_mileage_f                                       -0.006760
b_range_pw1_f                                     -0.010327
b_range_pw2_f                                    5.9338e-04
b_range_pw3_f                                     -0.017378
b_loss_pw1_f                                       0.017218
b_loss_pw2_f                                      -0.005706
b_loss_pw3_f                                       0.001149
b_packreplace_f                                    0.001468
b_cellreplace_f                                    0.008048
b_price_f                                          0.023645
delta_a                                           -0.132431
gamma_EV_rangeanxiety_a                            0.002914
gamma_risktaker_a                                 -0.052407
gamma_hhincome_a                                  -0.027561
gamma_ev_charge_a                                 -0.064818
gamma_knowledge_ev_a                               1.000000
gamma_evb_environment_agree_a                     -0.008934
gamma_evb_function_disagree_a                     -0.003392
gamma_hhveh_fuel_a                                 0.037033
gamma_veh_range_a                                 -0.064167
gamma_suv_a                                        0.026446
delta_b                                            0.009121
gamma_EV_rangeanxiety_b                            0.001684
gamma_risktaker_b                                 -0.003522
gamma_hhincome_b                                  -0.002156
gamma_ev_charge_b                                  0.003275
gamma_knowledge_ev_b                               0.475328
gamma_evb_environment_agree_b                      0.001915
gamma_evb_function_disagree_b                   -9.7206e-04
gamma_hhveh_fuel_b                                 0.001071
gamma_veh_range_b                                 -0.002509
gamma_suv_b                                        0.001301
delta_c                                            0.003297
gamma_EV_rangeanxiety_c                         -5.0331e-04
gamma_risktaker_c                                5.2531e-04
gamma_hhincome_c                                   0.003686
gamma_ev_charge_c                                  0.002941
gamma_knowledge_ev_c                               0.409245
gamma_evb_environment_agree_c                   -6.0423e-04
gamma_evb_function_disagree_c                     -0.001956
gamma_hhveh_fuel_c                                 0.002298
gamma_veh_range_c                                 -0.003217
gamma_suv_c                                        0.012934
delta_d                                           -0.013674
gamma_EV_rangeanxiety_d                            0.003232
gamma_risktaker_d                                 -0.003080
gamma_hhincome_d                                   0.002971
gamma_ev_charge_d                                 -0.010816
gamma_knowledge_ev_d                               0.455854
gamma_evb_environment_agree_d                      0.002879
gamma_evb_function_disagree_d                      0.003608
gamma_hhveh_fuel_d                                 0.011203
gamma_veh_range_d                                 -0.014251
gamma_suv_d                                        0.005178
gamma_knowledge_ev_e                               0.490600
delta_f                                            0.117420
gamma_EV_rangeanxiety_f                           -0.025596
gamma_risktaker_f                                  0.065106
gamma_hhincome_f                                   0.037415
gamma_ev_charge_f                                  0.074166
gamma_evb_environment_agree_f                      0.021332
gamma_evb_function_disagree_f                      0.009921
gamma_hhveh_fuel_f                                -0.036777
gamma_veh_range_f                                  0.052614
gamma_suv_f                                       -0.004824
                              gamma_evb_environment_agree_a
b_no_choice_a                                     -0.010397
b_mileage_a                                        0.066778
b_range_pw1_a                                     -0.020060
b_range_pw2_a                                      0.038153
b_range_pw3_a                                      0.022250
b_loss_pw1_a                                       0.021146
b_loss_pw2_a                                       0.028761
b_loss_pw3_a                                       0.024878
b_packreplace_a                                    0.011425
b_cellreplace_a                                   -0.003812
b_price_a                                         -0.062375
b_no_choice_b                                     -0.012467
b_mileage_b                                       -0.014241
b_range_pw1_b                                      0.024440
b_range_pw2_b                                     -0.015069
b_range_pw3_b                                     -0.001858
b_loss_pw1_b                                      -0.009944
b_loss_pw2_b                                      -0.013712
b_loss_pw3_b                                      -0.015756
b_packreplace_b                                    0.004910
b_cellreplace_b                                    0.016419
b_price_b                                         -0.011706
b_no_choice_c                                      0.002292
b_mileage_c                                       -0.021829
b_range_pw1_c                                      0.014679
b_range_pw2_c                                   -7.1089e-04
b_range_pw3_c                                     -0.040388
b_loss_pw1_c                                    -8.9387e-04
b_loss_pw2_c                                    -8.2865e-04
b_loss_pw3_c                                      3.319e-05
b_packreplace_c                                    0.014009
b_cellreplace_c                                    0.011805
b_price_c                                          0.011488
b_no_choice_d                                     -0.007291
b_mileage_d                                       -0.002110
b_range_pw1_d                                     -0.008270
b_range_pw2_d                                      0.004034
b_range_pw3_d                                      0.001355
b_loss_pw1_d                                      -0.011436
b_loss_pw2_d                                      -0.007382
b_loss_pw3_d                                      -0.005201
b_packreplace_d                                    0.005261
b_cellreplace_d                                    0.013924
b_price_d                                       -5.3323e-04
b_no_choice_e                                      0.023360
b_mileage_e                                        0.023262
b_range_pw1_e                                      0.013608
b_range_pw2_e                                      0.001214
b_range_pw3_e                                     -0.032226
b_loss_pw1_e                                       0.004366
b_loss_pw2_e                                       0.004296
b_loss_pw3_e                                      -0.010103
b_packreplace_e                                   -0.032625
b_cellreplace_e                                   -0.038141
b_price_e                                          0.037017
b_no_choice_f                                      0.013581
b_mileage_f                                        0.004370
b_range_pw1_f                                    9.8254e-04
b_range_pw2_f                                     -0.005029
b_range_pw3_f                                     -0.001825
b_loss_pw1_f                                       0.012982
b_loss_pw2_f                                       0.013785
b_loss_pw3_f                                       0.006750
b_packreplace_f                                    0.008559
b_cellreplace_f                                    0.006662
b_price_f                                         -0.004909
delta_a                                           -0.120190
gamma_EV_rangeanxiety_a                           -0.082780
gamma_risktaker_a                                 -0.040456
gamma_hhincome_a                                  -0.021945
gamma_ev_charge_a                                  0.008718
gamma_knowledge_ev_a                              -0.008934
gamma_evb_environment_agree_a                      1.000000
gamma_evb_function_disagree_a                     -0.016155
gamma_hhveh_fuel_a                                 0.043070
gamma_veh_range_a                                7.9282e-04
gamma_suv_a                                        0.034368
delta_b                                           -0.113022
gamma_EV_rangeanxiety_b                           -0.006779
gamma_risktaker_b                                 -0.020813
gamma_hhincome_b                                   0.021523
gamma_ev_charge_b                                5.1869e-04
gamma_knowledge_ev_b                               0.004860
gamma_evb_environment_agree_b                      0.390121
gamma_evb_function_disagree_b                      0.001519
gamma_hhveh_fuel_b                                 0.035761
gamma_veh_range_b                                  0.001089
gamma_suv_b                                        0.013619
delta_c                                           -0.109553
gamma_EV_rangeanxiety_c                           -0.026135
gamma_risktaker_c                                 -0.031062
gamma_hhincome_c                                   0.017156
gamma_ev_charge_c                                 -0.002815
gamma_knowledge_ev_c                               0.006004
gamma_evb_environment_agree_c                      0.383381
gamma_evb_function_disagree_c                     -0.006926
gamma_hhveh_fuel_c                                 0.045883
gamma_veh_range_c                                  0.007045
gamma_suv_c                                        0.046388
delta_d                                           -0.090362
gamma_EV_rangeanxiety_d                           -0.023827
gamma_risktaker_d                                 -0.014610
gamma_hhincome_d                                   0.012607
gamma_ev_charge_d                                3.0259e-04
gamma_knowledge_ev_d                              -0.006974
gamma_evb_environment_agree_d                      0.359446
gamma_evb_function_disagree_d                     -0.007255
gamma_hhveh_fuel_d                                 0.030672
gamma_veh_range_d                                  0.005548
gamma_suv_d                                        0.006460
gamma_knowledge_ev_e                               0.015177
delta_f                                           -0.100656
gamma_EV_rangeanxiety_f                           -0.030183
gamma_risktaker_f                                 -0.021958
gamma_hhincome_f                                   0.007055
gamma_ev_charge_f                                 -0.005233
gamma_evb_environment_agree_f                      0.378480
gamma_evb_function_disagree_f                   -6.6103e-04
gamma_hhveh_fuel_f                                 0.035362
gamma_veh_range_f                                 -0.002401
gamma_suv_f                                        0.014512
                              gamma_evb_function_disagree_a
b_no_choice_a                                     -0.002119
b_mileage_a                                       -0.006886
b_range_pw1_a                                     -0.008250
b_range_pw2_a                                      0.047436
b_range_pw3_a                                      0.009056
b_loss_pw1_a                                      -0.015158
b_loss_pw2_a                                       0.069164
b_loss_pw3_a                                      -0.019895
b_packreplace_a                                    0.015672
b_cellreplace_a                                   -0.004100
b_price_a                                         -0.009217
b_no_choice_b                                      0.002033
b_mileage_b                                      2.0699e-04
b_range_pw1_b                                      0.002089
b_range_pw2_b                                      0.004130
b_range_pw3_b                                      0.021406
b_loss_pw1_b                                       0.022508
b_loss_pw2_b                                      -0.030229
b_loss_pw3_b                                     6.5305e-04
b_packreplace_b                                   -0.008109
b_cellreplace_b                                   -0.001621
b_price_b                                         -0.003116
b_no_choice_c                                      0.008728
b_mileage_c                                       -0.004762
b_range_pw1_c                                     -0.004587
b_range_pw2_c                                     -0.020707
b_range_pw3_c                                     -0.038563
b_loss_pw1_c                                       0.004676
b_loss_pw2_c                                      -0.025423
b_loss_pw3_c                                       0.002231
b_packreplace_c                                   -0.012010
b_cellreplace_c                                   -0.002100
b_price_c                                          0.039068
b_no_choice_d                                      0.018115
b_mileage_d                                     -2.9072e-04
b_range_pw1_d                                      0.006487
b_range_pw2_d                                     -0.004623
b_range_pw3_d                                      0.002545
b_loss_pw1_d                                       0.006612
b_loss_pw2_d                                      -0.011835
b_loss_pw3_d                                      -0.002202
b_packreplace_d                                    0.018190
b_cellreplace_d                                    0.008211
b_price_d                                          0.015507
b_no_choice_e                                     -0.030047
b_mileage_e                                     -2.9202e-04
b_range_pw1_e                                     -0.022797
b_range_pw2_e                                     -0.010826
b_range_pw3_e                                     -0.045045
b_loss_pw1_e                                      -0.033500
b_loss_pw2_e                                     2.1672e-04
b_loss_pw3_e                                      -0.005006
b_packreplace_e                                   -0.029999
b_cellreplace_e                                   -0.036351
b_price_e                                          0.007217
b_no_choice_f                                      0.011253
b_mileage_f                                        0.008609
b_range_pw1_f                                      0.002124
b_range_pw2_f                                     -0.001493
b_range_pw3_f                                     -0.006448
b_loss_pw1_f                                       0.004828
b_loss_pw2_f                                       0.009345
b_loss_pw3_f                                       0.004625
b_packreplace_f                                    0.005471
b_cellreplace_f                                    0.009822
b_price_f                                          0.003287
delta_a                                           -0.089179
gamma_EV_rangeanxiety_a                            0.063615
gamma_risktaker_a                                 -0.032721
gamma_hhincome_a                                   0.031718
gamma_ev_charge_a                                  0.019348
gamma_knowledge_ev_a                              -0.003392
gamma_evb_environment_agree_a                     -0.016155
gamma_evb_function_disagree_a                      1.000000
gamma_hhveh_fuel_a                                -0.008487
gamma_veh_range_a                                 -0.023810
gamma_suv_a                                        0.045485
delta_b                                           -0.044461
gamma_EV_rangeanxiety_b                            0.043705
gamma_risktaker_b                                 -0.004645
gamma_hhincome_b                                   0.020243
gamma_ev_charge_b                                  0.028688
gamma_knowledge_ev_b                              -0.001926
gamma_evb_environment_agree_b                     -0.005682
gamma_evb_function_disagree_b                      0.286979
gamma_hhveh_fuel_b                                -0.001048
gamma_veh_range_b                                 -0.017270
gamma_suv_b                                       -0.006528
delta_c                                           -0.040941
gamma_EV_rangeanxiety_c                            0.035141
gamma_risktaker_c                                 -0.018541
gamma_hhincome_c                                   0.024965
gamma_ev_charge_c                                  0.018741
gamma_knowledge_ev_c                               0.003882
gamma_evb_environment_agree_c                     -0.008091
gamma_evb_function_disagree_c                      0.327672
gamma_hhveh_fuel_c                                -0.001285
gamma_veh_range_c                                 -0.015389
gamma_suv_c                                        0.031535
delta_d                                           -0.043113
gamma_EV_rangeanxiety_d                            0.042672
gamma_risktaker_d                                 -0.018654
gamma_hhincome_d                                   0.014610
gamma_ev_charge_d                                  0.015523
gamma_knowledge_ev_d                               0.003475
gamma_evb_environment_agree_d                     -0.012021
gamma_evb_function_disagree_d                      0.306813
gamma_hhveh_fuel_d                                 0.002272
gamma_veh_range_d                                 -0.009087
gamma_suv_d                                        0.006770
gamma_knowledge_ev_e                              -0.001815
delta_f                                           -0.046095
gamma_EV_rangeanxiety_f                            0.037752
gamma_risktaker_f                                 -0.013968
gamma_hhincome_f                                   0.016004
gamma_ev_charge_f                                  0.013854
gamma_evb_environment_agree_f                     -0.002746
gamma_evb_function_disagree_f                      0.302033
gamma_hhveh_fuel_f                               7.6581e-04
gamma_veh_range_f                                 -0.015735
gamma_suv_f                                        0.003483
                                         gamma_hhveh_fuel_a
b_no_choice_a                                      0.024038
b_mileage_a                                       -0.015004
b_range_pw1_a                                      0.017441
b_range_pw2_a                                     -0.002160
b_range_pw3_a                                      0.023277
b_loss_pw1_a                                      -0.004574
b_loss_pw2_a                                       0.010635
b_loss_pw3_a                                       0.024346
b_packreplace_a                                   -0.001352
b_cellreplace_a                                   -0.005517
b_price_a                                          0.006495
b_no_choice_b                                     -0.001555
b_mileage_b                                       -0.001757
b_range_pw1_b                                     -0.014214
b_range_pw2_b                                      0.007109
b_range_pw3_b                                      0.007982
b_loss_pw1_b                                      -0.007199
b_loss_pw2_b                                       0.004202
b_loss_pw3_b                                      -0.008596
b_packreplace_b                                   -0.003335
b_cellreplace_b                                   -0.002096
b_price_b                                          0.012197
b_no_choice_c                                      0.005097
b_mileage_c                                      1.0997e-04
b_range_pw1_c                                      0.003611
b_range_pw2_c                                    6.6737e-04
b_range_pw3_c                                     -0.005692
b_loss_pw1_c                                       0.004596
b_loss_pw2_c                                      -0.002641
b_loss_pw3_c                                       0.001582
b_packreplace_c                                    0.011369
b_cellreplace_c                                    0.012549
b_price_c                                         -0.014072
b_no_choice_d                                      0.004052
b_mileage_d                                        0.002435
b_range_pw1_d                                     -0.004712
b_range_pw2_d                                     -0.006974
b_range_pw3_d                                    6.3511e-04
b_loss_pw1_d                                      -0.005406
b_loss_pw2_d                                      -0.022631
b_loss_pw3_d                                      -0.001220
b_packreplace_d                                   -0.001487
b_cellreplace_d                                   -0.006884
b_price_d                                          0.013350
b_no_choice_e                                      0.019180
b_mileage_e                                        0.019613
b_range_pw1_e                                     -0.010216
b_range_pw2_e                                      0.017222
b_range_pw3_e                                     -0.017689
b_loss_pw1_e                                       0.001518
b_loss_pw2_e                                       0.017294
b_loss_pw3_e                                       0.006594
b_packreplace_e                                   -0.027930
b_cellreplace_e                                   -0.026310
b_price_e                                          0.052853
b_no_choice_f                                      0.014042
b_mileage_f                                       -0.004424
b_range_pw1_f                                      0.008345
b_range_pw2_f                                     -0.008133
b_range_pw3_f                                      0.003674
b_loss_pw1_f                                       0.013673
b_loss_pw2_f                                       0.021167
b_loss_pw3_f                                       0.002469
b_packreplace_f                                    0.010513
b_cellreplace_f                                    0.006782
b_price_f                                         -0.007404
delta_a                                           -0.517772
gamma_EV_rangeanxiety_a                           -0.121030
gamma_risktaker_a                                  0.082699
gamma_hhincome_a                                   0.119352
gamma_ev_charge_a                                  0.081575
gamma_knowledge_ev_a                               0.037033
gamma_evb_environment_agree_a                      0.043070
gamma_evb_function_disagree_a                     -0.008487
gamma_hhveh_fuel_a                                 1.000000
gamma_veh_range_a                                  0.027044
gamma_suv_a                                       -0.035224
delta_b                                           -0.127691
gamma_EV_rangeanxiety_b                           -0.039505
gamma_risktaker_b                                  0.014517
gamma_hhincome_b                                   0.048290
gamma_ev_charge_b                                  0.044257
gamma_knowledge_ev_b                              -0.004855
gamma_evb_environment_agree_b                      0.030708
gamma_evb_function_disagree_b                     -0.003239
gamma_hhveh_fuel_b                                 0.312959
gamma_veh_range_b                                 -0.014924
gamma_suv_b                                       -0.011239
delta_c                                           -0.130608
gamma_EV_rangeanxiety_c                           -0.046429
gamma_risktaker_c                                  0.023339
gamma_hhincome_c                                   0.054692
gamma_ev_charge_c                                  0.041945
gamma_knowledge_ev_c                               0.001494
gamma_evb_environment_agree_c                      0.038050
gamma_evb_function_disagree_c                   -8.7314e-04
gamma_hhveh_fuel_c                                 0.329170
gamma_veh_range_c                                 -0.013285
gamma_suv_c                                       -0.009159
delta_d                                           -0.128504
gamma_EV_rangeanxiety_d                           -0.038152
gamma_risktaker_d                                  0.016518
gamma_hhincome_d                                   0.041696
gamma_ev_charge_d                                  0.038004
gamma_knowledge_ev_d                            -2.9928e-04
gamma_evb_environment_agree_d                      0.021946
gamma_evb_function_disagree_d                    1.0619e-04
gamma_hhveh_fuel_d                                 0.250662
gamma_veh_range_d                                  0.003201
gamma_suv_d                                       -0.012762
gamma_knowledge_ev_e                              -0.008477
delta_f                                           -0.154429
gamma_EV_rangeanxiety_f                           -0.050699
gamma_risktaker_f                                  0.030402
gamma_hhincome_f                                   0.047579
gamma_ev_charge_f                                  0.051508
gamma_evb_environment_agree_f                      0.042881
gamma_evb_function_disagree_f                      0.008350
gamma_hhveh_fuel_f                                 0.355023
gamma_veh_range_f                                 -0.016642
gamma_suv_f                                       -0.020734
                                          gamma_veh_range_a
b_no_choice_a                                      0.006436
b_mileage_a                                       -0.054643
b_range_pw1_a                                      0.015304
b_range_pw2_a                                      0.018374
b_range_pw3_a                                      0.022469
b_loss_pw1_a                                      -0.019503
b_loss_pw2_a                                       0.015850
b_loss_pw3_a                                       0.003331
b_packreplace_a                                   -0.003099
b_cellreplace_a                                    0.011897
b_price_a                                         -0.001378
b_no_choice_b                                      0.001990
b_mileage_b                                        0.002021
b_range_pw1_b                                     -0.029518
b_range_pw2_b                                      0.009062
b_range_pw3_b                                      0.002476
b_loss_pw1_b                                       0.003129
b_loss_pw2_b                                       0.004259
b_loss_pw3_b                                    -9.4669e-04
b_packreplace_b                                   -0.017715
b_cellreplace_b                                   -0.011194
b_price_b                                          0.032424
b_no_choice_c                                      0.019528
b_mileage_c                                     -8.2155e-04
b_range_pw1_c                                     -0.017970
b_range_pw2_c                                     -0.023743
b_range_pw3_c                                     -0.060905
b_loss_pw1_c                                       0.006921
b_loss_pw2_c                                      -0.012923
b_loss_pw3_c                                      -0.016378
b_packreplace_c                                   -0.012452
b_cellreplace_c                                   -0.005338
b_price_c                                          0.045864
b_no_choice_d                                      0.020544
b_mileage_d                                        0.004005
b_range_pw1_d                                      0.018801
b_range_pw2_d                                     -0.003077
b_range_pw3_d                                      0.002784
b_loss_pw1_d                                       0.001017
b_loss_pw2_d                                      -0.017920
b_loss_pw3_d                                       0.003112
b_packreplace_d                                  4.4771e-04
b_cellreplace_d                                   -0.005399
b_price_d                                          0.013251
b_no_choice_e                                     -0.046008
b_mileage_e                                        0.005953
b_range_pw1_e                                     -0.030457
b_range_pw2_e                                     -0.012079
b_range_pw3_e                                     -0.045448
b_loss_pw1_e                                      -0.040853
b_loss_pw2_e                                      -0.037863
b_loss_pw3_e                                      -0.002232
b_packreplace_e                                   -0.007570
b_cellreplace_e                                   -0.024369
b_price_e                                        9.1736e-04
b_no_choice_f                                      0.002549
b_mileage_f                                        0.001277
b_range_pw1_f                                      0.006556
b_range_pw2_f                                     -0.008472
b_range_pw3_f                                     -0.008810
b_loss_pw1_f                                       0.005028
b_loss_pw2_f                                       0.003907
b_loss_pw3_f                                      -0.005712
b_packreplace_f                                    0.007909
b_cellreplace_f                                    0.010823
b_price_f                                       -6.3344e-04
delta_a                                           -0.446543
gamma_EV_rangeanxiety_a                           -0.059904
gamma_risktaker_a                                  0.022709
gamma_hhincome_a                                  -0.135548
gamma_ev_charge_a                                 -0.082367
gamma_knowledge_ev_a                              -0.064167
gamma_evb_environment_agree_a                    7.9282e-04
gamma_evb_function_disagree_a                     -0.023810
gamma_hhveh_fuel_a                                 0.027044
gamma_veh_range_a                                  1.000000
gamma_suv_a                                       -0.022545
delta_b                                           -0.128894
gamma_EV_rangeanxiety_b                           -0.014279
gamma_risktaker_b                               -1.3656e-04
gamma_hhincome_b                                  -0.058241
gamma_ev_charge_b                                 -0.018765
gamma_knowledge_ev_b                              -0.008426
gamma_evb_environment_agree_b                     -0.011700
gamma_evb_function_disagree_b                     -0.028996
gamma_hhveh_fuel_b                                -0.011580
gamma_veh_range_b                                  0.358695
gamma_suv_b                                       -0.006893
delta_c                                           -0.119423
gamma_EV_rangeanxiety_c                           -0.015208
gamma_risktaker_c                               -8.6221e-04
gamma_hhincome_c                                  -0.059883
gamma_ev_charge_c                                 -0.024885
gamma_knowledge_ev_c                              -0.004795
gamma_evb_environment_agree_c                     -0.003664
gamma_evb_function_disagree_c                     -0.034482
gamma_hhveh_fuel_c                                -0.014977
gamma_veh_range_c                                  0.344771
gamma_suv_c                                        0.024441
delta_d                                           -0.136320
gamma_EV_rangeanxiety_d                           -0.014003
gamma_risktaker_d                                  0.008232
gamma_hhincome_d                                  -0.036018
gamma_ev_charge_d                                 -0.019963
gamma_knowledge_ev_d                              -0.004787
gamma_evb_environment_agree_d                    9.7048e-04
gamma_evb_function_disagree_d                     -0.012859
gamma_hhveh_fuel_d                                -0.005008
gamma_veh_range_d                                  0.351421
gamma_suv_d                                       -0.016572
gamma_knowledge_ev_e                               0.028071
delta_f                                           -0.162510
gamma_EV_rangeanxiety_f                           -0.016748
gamma_risktaker_f                                  0.017479
gamma_hhincome_f                                  -0.059495
gamma_ev_charge_f                                 -0.020201
gamma_evb_environment_agree_f                      0.010288
gamma_evb_function_disagree_f                     -0.014765
gamma_hhveh_fuel_f                                -0.011872
gamma_veh_range_f                                  0.373902
gamma_suv_f                                       -0.017620
                                                gamma_suv_a
b_no_choice_a                                      0.041159
b_mileage_a                                       -0.050958
b_range_pw1_a                                      0.017853
b_range_pw2_a                                      0.094932
b_range_pw3_a                                     -0.007567
b_loss_pw1_a                                       0.001498
b_loss_pw2_a                                       0.050759
b_loss_pw3_a                                      -0.029772
b_packreplace_a                                   -0.050382
b_cellreplace_a                                   -0.007974
b_price_a                                          0.013380
b_no_choice_b                                      0.058827
b_mileage_b                                        0.012560
b_range_pw1_b                                      0.026036
b_range_pw2_b                                      0.055112
b_range_pw3_b                                      0.054404
b_loss_pw1_b                                       0.008026
b_loss_pw2_b                                      -0.030889
b_loss_pw3_b                                       0.007941
b_packreplace_b                                    0.005720
b_cellreplace_b                                   -0.002323
b_price_b                                          0.021578
b_no_choice_c                                      0.035004
b_mileage_c                                       -0.038370
b_range_pw1_c                                      0.051490
b_range_pw2_c                                      0.018898
b_range_pw3_c                                     -0.082767
b_loss_pw1_c                                       0.001415
b_loss_pw2_c                                      -0.007464
b_loss_pw3_c                                      -0.005269
b_packreplace_c                                   -0.018278
b_cellreplace_c                                   -0.014751
b_price_c                                          0.027042
b_no_choice_d                                      0.012337
b_mileage_d                                       -0.002117
b_range_pw1_d                                      0.032358
b_range_pw2_d                                     -0.003398
b_range_pw3_d                                     -0.004289
b_loss_pw1_d                                      -0.002568
b_loss_pw2_d                                       0.027601
b_loss_pw3_d                                      -0.001916
b_packreplace_d                                    0.004566
b_cellreplace_d                                    0.003056
b_price_d                                         -0.005367
b_no_choice_e                                      0.027910
b_mileage_e                                        0.027910
b_range_pw1_e                                      0.065848
b_range_pw2_e                                      0.007335
b_range_pw3_e                                     -0.070743
b_loss_pw1_e                                      -0.002403
b_loss_pw2_e                                      -0.019001
b_loss_pw3_e                                       0.013415
b_packreplace_e                                    0.012463
b_cellreplace_e                                    0.006428
b_price_e                                          0.006275
b_no_choice_f                                      0.011673
b_mileage_f                                        0.003044
b_range_pw1_f                                     -0.002744
b_range_pw2_f                                     -0.001128
b_range_pw3_f                                     -0.006251
b_loss_pw1_f                                       0.002445
b_loss_pw2_f                                       0.001340
b_loss_pw3_f                                       0.008440
b_packreplace_f                                   -0.006513
b_cellreplace_f                                   -0.005084
b_price_f                                         -0.001981
delta_a                                           -0.221961
gamma_EV_rangeanxiety_a                           -0.029106
gamma_risktaker_a                                  0.006152
gamma_hhincome_a                                  -0.059195
gamma_ev_charge_a                                 -0.029242
gamma_knowledge_ev_a                               0.026446
gamma_evb_environment_agree_a                      0.034368
gamma_evb_function_disagree_a                      0.045485
gamma_hhveh_fuel_a                                -0.035224
gamma_veh_range_a                                 -0.022545
gamma_suv_a                                        1.000000
delta_b                                           -0.084464
gamma_EV_rangeanxiety_b                           -0.001147
gamma_risktaker_b                                  0.010292
gamma_hhincome_b                                  -0.012149
gamma_ev_charge_b                                  0.010795
gamma_knowledge_ev_b                              -0.003393
gamma_evb_environment_agree_b                      0.022351
